query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.001G200300.1	AT5G63870.2	0.0	0.948837209302326	1.08232445520581	646	447	413	0.912751677852349	0.987893462469734	serine/threonine phosphatase 7
Gorai.009G396800.1	AT3G05675.2	0.0	0.972413793103448	0.972789115646258	543	429	441	0.986013986013986	0.965986394557823	BTB/POZ domain-containing protein
Gorai.004G149100.1	AT1G70200.1	1e-66	0.338136407300672	0.934944237918216	216	503	538	0.349900596421471	0.330855018587361	RNA-binding (RRM/RBD/RNP motifs) family protein
Gorai.012G063400.1	AT3G27730.1	0.0	0.903969270166453	1.06796116504854	1459	1210	1133	0.886776859504132	0.93468667255075	ATP binding;ATP-dependent helicases;DNA helicases
Gorai.009G207100.1	AT4G31940.1	0.0	0.930409914204004	1.00190839694656	735	525	524	0.92952380952381	0.940839694656489	cytochrome P450, family 82, subfamily C, polypeptide 4
Gorai.011G068600.1	AT1G52620.1	0.0	0.980440097799511	0.997557997557998	861	817	819	0.981640146878825	0.987789987789988	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.013G203700.1	AT1G54710.1	0.0	0.962616822429907	1.07766990291262	1039	999	927	0.996996996996997	1	homolog of yeast autophagy 18 (ATG18) H
Gorai.001G247600.1	AT3G59910.1	0.0	0.965069049553209	1.01472995090016	881	620	611	0.966129032258065	0.972176759410802	Ankyrin repeat family protein
Gorai.007G189000.1	AT1G65920.1	0.0	0.949905482041588	1.10337972166998	988	1110	1006	0.991891891891892	0.999005964214712	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain
Gorai.003G115000.1	AT4G20360.1	0.0	0.893842887473461	0.978991596638655	668	466	476	0.90343347639485	0.884453781512605	RAB GTPase homolog E1B
Gorai.013G255300.1	AT5G47890.1	7e-54	0.974358974358974	1.01030927835052	162	98	97	0.969387755102041	0.979381443298969	NADH-ubiquinone oxidoreductase B8 subunit, putative
Gorai.013G095200.1	AT1G13700.1	1e-138	0.99625468164794	0.992537313432836	386	266	268	1	1	6-phosphogluconolactonase 1
Gorai.008G050900.1	AT1G30970.1	1e-152	0.895086321381142	1.05177111716621	428	386	367	0.873056994818653	0.93732970027248	zinc finger (C2H2 type) family protein
Gorai.008G154700.1	AT5G44240.1	0.0	0.985300668151448	0.971027216856892	2028	1106	1139	1	0.971905179982441	aminophospholipid ATPase 2
Gorai.003G059900.1	AT1G55190.1	4e-77	0.978609625668449	0.978835978835979	226	185	189	0.989189189189189	1	PRA1 (Prenylated rab acceptor) family protein
Gorai.009G139700.1	AT3G21290.1	0.0	0.972972972972973	1.01761744966443	630	1213	1192	0.982687551525144	0.981543624161074	dentin sialophosphoprotein-related
Gorai.010G068100.1	AT5G19950.1	1e-102	0.893956670467503	0.979683972911964	305	434	443	0.903225806451613	0.898419864559819	Domain of unknown function (DUF1767)
Gorai.006G232000.1	AT1G18480.1	0.0	0.99359795134443	0.997442455242967	560	390	391	0.994871794871795	0.9923273657289	Calcineurin-like metallo-phosphoesterase superfamily protein
Gorai.008G106500.1	AT3G60580.1	5e-72	0.942339373970346	1.10763888888889	219	319	288	0.956112852664577	0.993055555555556	C2H2-like zinc finger protein
Gorai.002G186400.1	AT1G10750.1	0.0	0.865536723163842	0.895074946466809	659	418	467	0.91866028708134	0.820128479657388	Protein of Unknown Function (DUF239)
Gorai.008G298300.1	AT1G74850.1	0.0	0.972172883362937	0.959396751740139	1302	827	862	0.992744860943168	0.959396751740139	plastid transcriptionally active 2
Gorai.005G151600.1	AT1G60670.2	1e-89	0.855670103092783	1.29133858267717	264	328	254	0.780487804878049	0.980314960629921	Protein of unknown function (DUF3755)
Gorai.010G007900.1	AT1G04940.1	1e-136	0.970037453183521	0.948905109489051	381	260	274	0.996153846153846	1	translocon at the inner envelope membrane of chloroplasts 20
Gorai.010G237200.1	AT4G19840.1	1e-59	0.782778864970646	1.07723577235772	185	265	246	0.773584905660377	0.813008130081301	phloem protein 2-A1
Gorai.007G201200.1	AT5G66420.2	0.0	0.99734395750332	0.997347480106101	1087	752	754	0.998670212765957	0.997347480106101	
Gorai.005G259400.1	AT5G62030.1	0.0	0.937840785169029	1.0242825607064	669	464	453	0.926724137931034	0.973509933774834	diphthamide synthesis DPH2 family protein
Gorai.010G135100.1	AT1G48310.1	0.0	0.984570168993387	1.0222882615156	998	688	673	0.992732558139535	0.99554234769688	chromatin remodeling factor18
Gorai.011G074300.1	AT1G52220.1	7e-53	0.96	0.923076923076923	162	144	156	1	0.993589743589744	
Gorai.007G187600.1	AT4G24840.1	0.0	0.974834437086093	0.997354497354497	1097	754	756	0.980106100795756	0.973544973544973	
Gorai.002G228200.1	AT5G06839.3	0.0	0.912996777658432	1.02391304347826	565	471	460	0.902335456475584	0.952173913043478	bZIP transcription factor family protein
Gorai.013G001800.1	AT2G01120.2	0.0	0.979881656804734	0.992924528301887	598	421	424	0.983372921615202	0.992924528301887	origin recognition complex subunit 4
Gorai.008G069400.1	AT3G50740.1	1e-176	0.962655601659751	0.979466119096509	497	477	487	0.972746331236897	0.967145790554415	UDP-glucosyl transferase 72E1
Gorai.006G053600.1	AT5G19070.1	1e-138	0.97841726618705	0.985714285714286	387	276	280	0.985507246376812	0.978571428571429	SNARE associated Golgi protein family
Gorai.001G121900.1	AT5G22460.1	1e-165	0.994117647058824	1	459	340	340	0.994117647058824	0.994117647058824	alpha/beta-Hydrolases superfamily protein
Gorai.012G108900.1	AT3G53990.1	2e-84	0.969325153374233	1.0375	243	166	160	0.957831325301205	0.9875	Adenine nucleotide alpha hydrolases-like superfamily protein
Gorai.004G244000.1	AT5G27330.1	1e-101	0.983477576711251	1.02388535031847	311	643	628	0.995334370139969	0.995222929936306	Prefoldin chaperone subunit family protein
Gorai.004G117000.1	AT3G49140.1	1e-154	0.988071570576541	1.01603206412826	440	507	499	0.98422090729783	0.995991983967936	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.009G036300.1	AT5G20670.1	5e-53	0.823920265780731	0.967320261437909	162	148	153	0.837837837837838	0.830065359477124	Protein of unknown function (DUF1677)
Gorai.009G100800.1	AT1G07645.1	2e-72	0.982078853046595	1.03649635036496	212	142	137	0.964788732394366	1	dessication-induced 1VOC superfamily protein
Gorai.011G188700.1	AT4G15730.1	7e-67	0.181087988316904	1.58640226628895	242	1680	1059	0.147619047619048	0.234183191690274	CW-type Zinc Finger
Gorai.012G073000.1	AT5G05990.1	1e-77	0.819417475728155	0.988416988416988	231	256	259	0.82421875	0.845559845559846	Mitochondrial glycoprotein family protein
Gorai.013G012800.1	AT5G03990.1	3e-53	0.499173553719008	1.00331125827815	171	303	302	0.498349834983498	0.506622516556291	
Gorai.003G017600.1	AT2G23790.1	1e-136	0.916666666666667	1.07142857142857	387	360	336	0.947222222222222	0.949404761904762	Protein of unknown function (DUF607)
Gorai.009G194500.1	AT1G75780.1	0.0	0.96098104793757	1.00671140939597	857	450	447	0.96	0.96420581655481	tubulin beta-1 chain
Gorai.012G083000.1	AT5G14030.1	7e-95	0.994871794871795	1	271	195	195	1	0.994871794871795	translocon-associated protein beta (TRAPB) family protein
Gorai.005G191400.1	AT3G25920.1	1e-122	0.802083333333333	1.07942238267148	346	299	277	0.77257525083612	0.837545126353791	ribosomal protein L15
Gorai.009G421200.1	AT2G37260.1	1e-120	0.913966480446927	1.08624708624709	350	466	429	0.952789699570815	0.953379953379953	WRKY family transcription factor family protein
Gorai.008G216100.1	AT4G25200.1	3e-85	0.997613365155131	0.995238095238095	248	209	210	1	1	mitochondrion-localized small heat shock protein 23.6
Gorai.009G268600.1	AT1G20330.1	0.0	0.958721704394141	1.0803324099723	675	390	361	0.925641025641026	0.997229916897507	sterol methyltransferase 2
Gorai.009G049500.1	AT4G32900.2	1e-91	0.994845360824742	1.01036269430052	264	195	193	1	1	Peptidyl-tRNA hydrolase II (PTH2) family protein
Gorai.003G103100.1	AT5G60850.1	2e-67	0.860282574568289	1.07491856677524	208	330	307	0.872727272727273	0.892508143322476	OBF binding protein 4
Gorai.008G061200.1	AT4G35750.1	1e-113	0.985	0.98019801980198	319	198	202	0.994949494949495	0.995049504950495	SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
Gorai.006G010200.1	AT5G39210.1	3e-45	0.571428571428571	1.01923076923077	143	159	156	0.572327044025157	0.576923076923077	chlororespiratory reduction 7
Gorai.007G227000.1	AT3G49725.1	0.0	0.942434210526316	0.961290322580645	603	596	620	0.991610738255034	0.924193548387097	GTP-binding protein, HflX
Gorai.006G048000.1	AT3G48890.1	3e-97	0.760180995475113	0.896995708154506	279	209	233	0.803827751196172	0.721030042918455	membrane-associated progesterone binding protein 3
Gorai.009G052000.1	AT5G25620.2	0.0	0.941860465116279	1.018779342723	612	434	426	0.942396313364055	0.950704225352113	Flavin-binding monooxygenase family protein
Gorai.007G279100.1	AT1G08800.1	1e-73	0.37519541427827	0.724168912848158	251	806	1113	0.446650124069479	0.330637915543576	Protein of unknown function, DUF593
Gorai.006G234700.1	AT2G38510.1	0.0	0.961175236096537	0.960905349794239	671	467	486	0.980728051391863	0.94238683127572	MATE efflux family protein
Gorai.013G269400.1	AT2G28110.1	0.0	0.971751412429379	0.975446428571429	621	437	448	0.983981693363844	0.988839285714286	Exostosin family protein
Gorai.011G022700.1	AT4G21530.1	0.0	0.982569399612653	0.993564993564994	1066	772	777	0.985751295336788	0.980694980694981	Transducin/WD40 repeat-like superfamily protein
Gorai.001G124600.1	AT1G31660.1	0.0	0.998872604284104	0.997747747747748	580	443	444	1	1	
Gorai.011G128100.1	AT2G38540.1	5e-38	0.91566265060241	1.11016949152542	123	131	118	0.870229007633588	0.966101694915254	lipid transfer protein 1
Gorai.008G217200.1	AT1G23280.1	1e-116	0.64440734557596	0.976897689768977	332	296	303	0.652027027027027	0.653465346534653	MAK16 protein-related
Gorai.008G034000.1	AT4G38760.1	0.0	0.996687898089172	0.997455470737914	2127	1960	1965	0.997959183673469	0.998473282442748	Protein of unknown function (DUF3414)
Gorai.005G209600.1	AT3G21810.1	1e-42	0.713021491782554	0.810068649885583	148	354	437	0.805084745762712	0.645308924485126	Zinc finger C-x8-C-x5-C-x3-H type family protein
Gorai.006G253900.1	AT4G17740.1	0.0	0.969868173258004	1.0621359223301	701	547	515	1	1	Peptidase S41 family protein
Gorai.008G114700.1	AT2G45460.3	0.0	0.95794647733479	0.998908296943231	812	915	916	0.967213114754098	0.957423580786026	SMAD/FHA domain-containing protein
Gorai.013G132600.1	AT1G65580.1	0.0	0.949395432154053	1.02815622161671	1416	1132	1101	0.980565371024735	0.962761126248865	Endonuclease/exonuclease/phosphatase family protein
Gorai.008G275900.1	AT5G23910.1	1e-175	0.943231441048035	0.960057061340941	506	673	701	0.962852897473997	0.975748930099857	ATP binding microtubule motor family protein
Gorai.001G036900.1	AT2G25170.1	0.0	0.947516731243396	1.05130057803468	1914	1455	1384	0.947079037800687	0.971820809248555	chromatin remodeling factor CHD3 (PICKLE)
Gorai.006G010800.1	AT3G02100.1	1e-169	0.978021978021978	0.961206896551724	477	446	464	0.997757847533632	0.974137931034483	UDP-Glycosyltransferase superfamily protein
Gorai.006G128700.1	AT1G51350.1	0.0	0.97289156626506	0.993993993993994	825	662	666	0.986404833836858	0.96996996996997	ARM repeat superfamily protein
Gorai.011G124000.1	AT2G42570.1	0.0	0.935879945429741	0.997275204359673	502	366	367	0.937158469945355	0.934604904632153	TRICHOME BIREFRINGENCE-LIKE 39
Gorai.004G098800.1	AT2G18980.1	0.0	0.99079754601227	1.01857585139319	507	329	323	1	1	Peroxidase superfamily protein
Gorai.001G239300.1	AT3G60540.1	4e-36	0.987654320987654	1	116	81	81	0.987654320987654	1	Preprotein translocase Sec, Sec61-beta subunit protein
Gorai.013G219300.1	AT4G32870.1	7e-54	0.938511326860841	0.968152866242038	165	152	157	0.953947368421053	0.980891719745223	Polyketide cyclase/dehydrase and lipid transport superfamily protein
Gorai.005G260500.1	AT1G71240.1	0.0	0.947495473747737	1.01092233009709	1009	833	824	0.951980792316927	0.952669902912621	Plant protein of unknown function (DUF639)
Gorai.012G033600.1	AT5G64667.1	9e-18	0.590909090909091	0.852631578947368	69.4	81	95	0.641975308641975	0.6	inflorescence deficient in abscission (IDA)-like 2
Gorai.003G172100.1	AT4G17360.1	1e-177	0.980030721966206	0.984756097560976	489	323	328	0.987616099071207	0.99390243902439	Formyl transferase
Gorai.007G134700.1	AT4G02900.1	0.0	0.970491803278689	0.942675159235669	1135	740	785	1	0.942675159235669	ERD (early-responsive to dehydration stress) family protein
Gorai.006G107300.1	AT4G39160.2	2e-44	0.328220858895706	1.08974358974359	162	680	624	0.314705882352941	0.344551282051282	Homeodomain-like superfamily protein
Gorai.011G081300.1	AT1G15410.1	1e-133	0.953101361573374	1.0030303030303	377	331	330	0.95166163141994	0.972727272727273	aspartate-glutamate racemase family
Gorai.005G229700.1	AT4G33780.1	2e-61	0.424170616113744	3.1576354679803	198	641	203	0.279251170046802	0.916256157635468	
Gorai.002G118600.1	AT5G42290.1	1e-28	0.827586206896552	0.845454545454545	98.1	93	110	0.903225806451613	0.9	transcription activator-related
Gorai.011G257200.1	AT3G04020.1	1e-117	0.949843260188088	1.09868421052632	337	334	304	0.922155688622755	0.996710526315789	
Gorai.001G118700.1	AT5G22810.1	0.0	0.970930232558139	1.04154302670623	520	351	337	0.951566951566952	1	GDSL-like Lipase/Acylhydrolase superfamily protein
Gorai.009G412600.1	AT3G21540.1	0.0	0.981569246972091	0.98848167539267	1386	944	955	0.98728813559322	0.975916230366492	transducin family protein / WD-40 repeat family protein
Gorai.009G189500.1	AT1G20440.1	7e-26	0.863070539419087	0.818867924528302	97.5	217	265	0.95852534562212	0.943396226415094	cold-regulated 47
Gorai.007G254200.1	AT3G04440.1	1e-171	0.945220193340494	0.931535269709544	483	449	482	0.979955456570156	0.929460580912863	Plasma-membrane choline transporter family protein
Gorai.009G170900.1	AT1G61120.1	0.0	0.919953596287703	0.965792474344356	741	847	877	0.936245572609209	0.905359179019384	terpene synthase 04
Gorai.009G021500.1	AT1G31430.1	0.0	0.883291351805206	1.08947368421053	689	621	570	0.847020933977456	0.92280701754386	Pentatricopeptide repeat (PPR-like) superfamily protein
Gorai.007G296700.1	AT1G09000.1	0.0	0.984756097560976	0.96996996996997	792	646	666	1	1	NPK1-related protein kinase 1
Gorai.002G078400.1	AT4G27290.1	0.0	0.965025906735751	0.971902937420179	884	761	783	0.978975032851511	0.971902937420179	S-locus lectin protein kinase family protein
Gorai.007G278700.1	AT3G04620.1	4e-61	0.662251655629139	0.841463414634146	183	138	164	0.72463768115942	0.609756097560976	Alba DNA/RNA-binding protein
Gorai.004G049500.1	AT1G29000.1	9e-62	0.621880998080614	0.815331010452962	191	234	287	0.692307692307692	0.581881533101045	Heavy metal transport/detoxification superfamily protein
Gorai.009G241100.1	AT4G08550.1	1e-140	0.384905660377359	1.08006279434851	414	688	637	0.370639534883721	0.400313971742543	electron carriers;protein disulfide oxidoreductases
Gorai.006G142800.1	AT2G42130.4	1e-147	0.991708126036484	1.01672240802676	411	304	299	1	1	Plastid-lipid associated protein PAP / fibrillin family protein
Gorai.006G196900.1	AT5G51880.1	1e-108	0.898550724637681	0.932	309	233	250	0.931330472103004	0.876	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.001G243300.1	AT2G30570.1	2e-47	0.969465648854962	0.969924812030075	147	129	133	0.984496124031008	0.969924812030075	photosystem II reaction center W
Gorai.001G131400.1	AT5G18475.1	0.0	0.896015549076774	1.03359683794466	574	523	506	0.881453154875717	0.911067193675889	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.009G405400.1	AT1G19490.1	3e-56	0.645581395348837	1.28237791932059	190	604	471	0.622516556291391	0.736730360934183	Basic-leucine zipper (bZIP) transcription factor family protein
Gorai.011G199600.1	AT3G17000.1	1e-144	0.988617886178862	0.990291262135922	403	306	309	0.993464052287582	0.990291262135922	ubiquitin-conjugating enzyme 32
Gorai.002G241800.1	AT2G36450.1	3e-58	0.89196675900277	0.96195652173913	177	177	184	0.909604519774011	0.951086956521739	Integrase-type DNA-binding superfamily protein
Gorai.010G175600.1	AT2G36740.1	1e-144	0.936288088642659	0.978082191780822	407	357	365	0.946778711484594	0.947945205479452	sequence-specific DNA binding transcription factors;DNA binding;DNA binding
Gorai.012G065300.1	AT3G27470.1	0.0	0.956413449564135	1.01758793969849	599	405	398	0.948148148148148	0.969849246231156	Protein of unknown function (DUF707)
Gorai.011G054000.1	AT3G14360.1	0.0	0.944230769230769	1.00772200772201	616	522	518	0.969348659003831	0.947876447876448	alpha/beta-Hydrolases superfamily protein
Gorai.006G180600.1	AT3G09080.1	0.0	0.90108803165183	0.970760233918129	657	996	1026	0.942771084337349	0.887914230019493	Transducin/WD40 repeat-like superfamily protein
Gorai.011G063300.1	AT5G08550.1	0.0	0.986942328618063	1.02422907488987	934	930	908	0.997849462365591	0.998898678414097	GC-rich sequence DNA-binding factor-like protein
Gorai.010G134700.1	AT2G02500.1	1e-136	0.88379705400982	1.02317880794702	384	309	302	0.87378640776699	0.913907284768212	Nucleotide-diphospho-sugar transferases superfamily protein
Gorai.001G048700.1	AT3G47430.1	1e-120	0.984615384615385	1.00440528634361	339	228	227	0.991228070175439	0.986784140969163	peroxin 11B
Gorai.009G117200.1	AT4G20800.1	0.0	0.954631379962193	1.00378787878788	564	530	528	0.956603773584906	0.956439393939394	FAD-binding Berberine family protein
Gorai.010G239400.1	AT4G18240.1	0.0	0.988527724665392	1.01153846153846	1380	1052	1040	0.995247148288973	0.994230769230769	starch synthase 4
Gorai.008G053500.1	AT1G25380.1	1e-156	0.969529085872576	0.988980716253444	439	359	363	0.98050139275766	0.964187327823691	NAD+ transporter 2
Gorai.011G295900.1	AT5G46570.1	0.0	0.984863773965691	1.02658486707566	784	502	489	0.99800796812749	0.997955010224949	BR-signaling kinase 2
Gorai.001G264500.1	AT3G01570.1	3e-62	0.923076923076923	0.918032786885246	187	168	183	1	0.885245901639344	Oleosin family protein
Gorai.007G077100.1	AT5G40200.1	0.0	0.802030456852792	0.996621621621622	866	590	592	0.805084745762712	0.800675675675676	DegP protease 9
Gorai.004G105500.1	AT2G23910.1	1e-155	0.983388704318937	0.980263157894737	433	298	304	0.993288590604027	0.986842105263158	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.004G155300.1	AT2G45490.1	0.0	0.972027972027972	0.986111111111111	498	284	288	0.97887323943662	0.965277777777778	ataurora3
Gorai.001G051600.1	AT1G54310.2	0.0	0.929203539823009	0.991189427312775	689	450	454	0.933333333333333	0.92511013215859	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.007G209400.1	AT2G23530.1	1e-112	0.493150684931507	0.983695652173913	335	543	552	0.513812154696133	0.489130434782609	Zinc-finger domain of monoamine-oxidase A repressor R1
Gorai.003G029700.1	AT5G67480.2	1e-179	0.9155672823219	0.97911227154047	497	375	383	0.936	0.906005221932115	BTB and TAZ domain protein 4
