PACid	species	locusName	transcriptName	proteinName	PFAM	PFAM_DEF	PANTHER	PANTHER_DEF	KOG	KOG_DEF	EC	EC_DEF	KEGG	KEGG_DEF	GO	GO_DEF	PATHWAY	PATHWAY_DEF	alias	defLine
PAC:26806880	G. raimondii	Gorai.011G001300	Gorai.011G001300.1	Gorai.011G001300.1	PF10513	PF10513 - Enhancer of polycomb-like	PTHR14898:SF5; PTHR14898	PTHR14898 - ENHANCER OF POLYCOMB; PTHR14898:SF5 - SUBFAMILY NOT NAMED					K11322	K11322 - ""	GO:0035267; GO:0032777; GO:0006357	GO:0006357 - Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter.; GO:0032777 - A heterotrimeric H4/H2A histone acetyltransferase complex with a substrate preference of chromatin over free histones. It contains a subset of the proteins found in the larger NuA4 histone acetyltransferase complex; for example, the S. cerevisiae complex contains Esa1p, Yng2p, and Epl1p.; GO:0035267 - A complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP60, TRRAP, RUVBL1, BUVBL2, beta-actin and BAF53/ACTL6A. In yeast, the complex has 13 subunits, including the catalytic subunit Esa1 (homologous to human Tip60).				(1 of 1) K11322 - enhancer of polycomb-like protein (EPC)
PAC:26792106	G. raimondii	Gorai.002G145600	Gorai.002G145600.1	Gorai.002G145600.1	PF10513	PF10513 - Enhancer of polycomb-like	PTHR14898:SF2; PTHR14898	PTHR14898 - ENHANCER OF POLYCOMB; PTHR14898:SF2 - ENHANCER OF POLYCOMB-LIKE TRANSCRIPTION FACTOR PROTEIN	KOG2261	KOG2261 - Polycomb enhancer protein, EPC					GO:0035267; GO:0032777; GO:0006357	GO:0006357 - Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter.; GO:0032777 - A heterotrimeric H4/H2A histone acetyltransferase complex with a substrate preference of chromatin over free histones. It contains a subset of the proteins found in the larger NuA4 histone acetyltransferase complex; for example, the S. cerevisiae complex contains Esa1p, Yng2p, and Epl1p.; GO:0035267 - A complex having histone acetylase activity on chromatin, as well as ATPase, DNA helicase and structural DNA binding activities. The complex is thought to be involved in double-strand DNA break repair. Subunits of the human complex include HTATIP/TIP60, TRRAP, RUVBL1, BUVBL2, beta-actin and BAF53/ACTL6A. In yeast, the complex has 13 subunits, including the catalytic subunit Esa1 (homologous to human Tip60).				(1 of 2) PTHR14898:SF2 - ENHANCER OF POLYCOMB-LIKE TRANSCRIPTION FACTOR PROTEIN
PAC:26791138	G. raimondii	Gorai.013G264400	Gorai.013G264400.1	Gorai.013G264400.1	PF15511	PF15511 - Centromere kinetochore component CENP-T histone fold	PTHR10484	PTHR10484 - HISTONE H4	KOG3467	KOG3467 - Histone H4			K11254	K11254 - histone H4	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 17) K11254 - histone H4 (H4)
PAC:26773956	G. raimondii	Gorai.004G141600	Gorai.004G141600.1	Gorai.004G141600.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR11064:SF42; PTHR11064	PTHR11064 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED; PTHR11064:SF42 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-5							GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 5) PTHR11064:SF42 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-5
PAC:26824155	G. raimondii	Gorai.001G035300	Gorai.001G035300.1	Gorai.001G035300.1	PF00856; PF13831; PF13832	PF13831 - PHD-finger; PF13832 - PHD-zinc-finger like domain; PF00856 - SET domain	PTHR13793:SF87; PTHR13793; PTHR22884:SF351; PTHR22884	PTHR22884 - SET DOMAIN PROTEINS; PTHR13793:SF87 - PHD FINGER PROTEIN 14; PTHR13793 - PHD FINGER PROTEINS; PTHR22884:SF351 - SUBFAMILY NOT NAMED			2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase			GO:0008270; GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.				(1 of 1) PTHR22884//PTHR22884:SF351 - SET DOMAIN PROTEINS // SUBFAMILY NOT NAMED
PAC:26826211	G. raimondii	Gorai.012G020600	Gorai.012G020600.1	Gorai.012G020600.1	PF02182; PF00856; PF05033	PF05033 - Pre-SET motif; PF02182 - SAD/SRA domain; PF00856 - SET domain	PTHR22884:SF383; PTHR22884	PTHR22884 - SET DOMAIN PROTEINS; PTHR22884:SF383 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH1-RELATED	KOG1082	KOG1082 - Histone H3 (Lys9) methyltransferase SUV39H1/Clr4, required for transcriptional silencing	2.1.1.43	2.1.1.43 - Histone-lysine N-methyltransferase	K11420	K11420 - euchromatic histone-lysine N-methyltransferase	GO:0005634; GO:0008270; GO:0005515; GO:0034968; GO:0042393; GO:0018024; GO:0016571	GO:0018024 - Catalysis of the reaction: S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine. The methylation of peptidyl-lysine in histones forms N6-methyl-L-lysine, N6,N6-dimethyl-L-lysine and N6,N6,N6-trimethyl-L-lysine derivatives.; GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0034968 - The modification of a histone by addition of one or more methyl groups to a lysine residue.; GO:0016571 - The modification of histones by addition of methyl groups.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 3) PTHR22884:SF383 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH1-RELATED
PAC:26827663	G. raimondii	Gorai.012G022300	Gorai.012G022300.1	Gorai.012G022300.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR10252:SF40; PTHR10252	PTHR10252:SF40 - SUBFAMILY NOT NAMED; PTHR10252 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED							GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 2) PTHR10252//PTHR10252:SF40 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED // SUBFAMILY NOT NAMED
PAC:26773953	G. raimondii	Gorai.004G004000	Gorai.004G004000.1	Gorai.004G004000.1	PF16211; PF00125	PF16211 - C-terminus of histone H2A; PF00125 - Core histone H2A/H2B/H3/H4	PTHR23430	PTHR23430 - HISTONE H2A	KOG1756	KOG1756 - Histone 2A			K11251	K11251 - histone H2A	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 22) K11251 - histone H2A (H2A)
PAC:26788197	G. raimondii	Gorai.013G103600	Gorai.013G103600.1	Gorai.013G103600.1	PF00583	PF00583 - Acetyltransferase (GNAT) family	PTHR14744; PTHR14744:SF15	PTHR14744 - FAMILY NOT NAMED; PTHR14744:SF15 - N-ALPHA-ACETYLTRANSFERASE 60	KOG3138	KOG3138 - Predicted N-acetyltransferase	2.3.1.48	2.3.1.48 - Histone acetyltransferase			GO:0008080	GO:0008080 - Catalysis of the transfer of an acetyl group to a nitrogen atom on the acceptor molecule.				(1 of 2) PTHR14744:SF15 - N-ALPHA-ACETYLTRANSFERASE 60
PAC:26827669	G. raimondii	Gorai.012G102800	Gorai.012G102800.1	Gorai.012G102800.1	PF15511	PF15511 - Centromere kinetochore component CENP-T histone fold	PTHR10484	PTHR10484 - HISTONE H4	KOG3467	KOG3467 - Histone H4			K11254	K11254 - histone H4	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 17) K11254 - histone H4 (H4)
PAC:26769455	G. raimondii	Gorai.009G041700	Gorai.009G041700.1	Gorai.009G041700.1	PF12165; PF00628	PF00628 - PHD-finger; PF12165 - Domain of unknown function (DUF3594)	PTHR12321:SF55; PTHR12321; PTHR12321:SF61	PTHR12321:SF55 - PHD FINGER PROTEIN ALFIN-LIKE 4; PTHR12321 - CPG BINDING PROTEIN; PTHR12321:SF61 - PHD FINGER PROTEIN ALFIN-LIKE 5	KOG1632	KOG1632 - Uncharacterized PHD Zn-finger protein					GO:0008270; GO:0005515; GO:0042393; GO:0006355	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).; GO:0006355 - Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.; GO:0008270 - Interacting selectively and non-covalently with zinc (Zn) ions.; GO:0042393 - Interacting selectively and non-covalently with a histone, any of a group of water-soluble proteins found in association with the DNA of plant and animal chromosomes. They are involved in the condensation and coiling of chromosomes during cell division and have also been implicated in nonspecific suppression of gene activity.				(1 of 2) PTHR12321:SF55 - PHD FINGER PROTEIN ALFIN-LIKE 4
PAC:26820912	G. raimondii	Gorai.001G061500	Gorai.001G061500.1	Gorai.001G061500.1			PTHR11135; PTHR11135:SF0	PTHR11135 - HISTONE ACETYLTRANSFERASE-RELATED; PTHR11135:SF0 - ELONGATOR COMPLEX PROTEIN 3			2.3.1.48	2.3.1.48 - Histone acetyltransferase								(1 of 3) PTHR11135 - HISTONE ACETYLTRANSFERASE-RELATED
PAC:26791489	G. raimondii	Gorai.013G256700	Gorai.013G256700.1	Gorai.013G256700.1	PF00850	PF00850 - Histone deacetylase domain	PTHR10625; PTHR10625:SF121	PTHR10625 - HISTONE DEACETYLASE; PTHR10625:SF121 - HISTONE DEACETYLASE 8	KOG1344	KOG1344 - Predicted histone deacetylase	3.5.1.98	3.5.1.98 - Histone deacetylase								(1 of 1) PTHR10625:SF121 - HISTONE DEACETYLASE 8
PAC:26794501	G. raimondii	Gorai.002G158700	Gorai.002G158700.1	Gorai.002G158700.1	PF03847	PF03847 - Transcription initiation factor TFIID subunit A	PTHR12264:SF21; PTHR12264	PTHR12264:SF21 - TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 12; PTHR12264 - FAMILY NOT NAMED	KOG1142	KOG1142 - Transcription initiation factor TFIID, subunit TAF12 (also component of histone acetyltransferase SAGA)			K03126	K03126 - transcription initiation factor TFIID subunit 12	GO:0005669; GO:0046982; GO:0006352	GO:0005669 - A complex composed of TATA binding protein (TBP) and TBP associated factors (TAFs); the total mass is typically about 800 kDa. Most of the TAFs are conserved across species. In TATA-containing promoters for RNA polymerase II (Pol II), TFIID is believed to recognize at least two distinct elements, the TATA element and a downstream promoter element. TFIID is also involved in recognition of TATA-less Pol II promoters. Binding of TFIID to DNA is necessary but not sufficient for transcription initiation from most RNA polymerase II promoters.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0006352 - Any process involved in the assembly of the RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription.				(1 of 1) PTHR12264:SF21 - TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 12
PAC:26826143	G. raimondii	Gorai.012G067000	Gorai.012G067000.1	Gorai.012G067000.1	PF00856; PF09273	PF09273 - Rubisco LSMT substrate-binding; PF00856 - SET domain	PTHR13271; PTHR13271:SF11	PTHR13271:SF11 - SUBFAMILY NOT NAMED; PTHR13271 - UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE	KOG1338	KOG1338 - Uncharacterized conserved protein	2.1.1.127	2.1.1.127 - [Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase	K19199	K19199 - ""	GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 1) PTHR13271//PTHR13271:SF11 - UNCHARACTERIZED PUTATIVE METHYLTRANSFERASE // SUBFAMILY NOT NAMED
PAC:26820600	G. raimondii	Gorai.001G264600	Gorai.001G264600.1	Gorai.001G264600.1	PF00400	PF00400 - WD domain, G-beta repeat	PTHR22852	PTHR22852 - LETHAL 2 DENTICLELESS PROTEIN  RETINOIC ACID-REGULATED NUCLEAR MATRIX-ASSOCIATED PROTEIN	KOG0277; KOG0321; KOG0641; KOG1446; KOG0643; KOG0315	KOG0315 - G-protein beta subunit-like protein (contains WD40 repeats); KOG0277 - Peroxisomal targeting signal type 2 receptor; KOG0641 - WD40 repeat protein; KOG0643 - Translation initiation factor 3, subunit i (eIF-3i)/TGF-beta receptor-interacting protein (TRIP-1); KOG1446 - Histone H3 (Lys4) methyltransferase complex and RNA cleavage factor II complex, subunit SWD2; KOG0321 - WD40 repeat-containing protein L2DTL			K11790	K11790 - ""	GO:0005515	GO:0005515 - Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).				(1 of 2) K11790 - denticleless (DTL, CDT2, DCAF2)
PAC:26820724	G. raimondii	Gorai.001G058500	Gorai.001G058500.1	Gorai.001G058500.1	PF00808	PF00808 - Histone-like transcription factor (CBF/NF-Y) and archaeal histone	PTHR10252:SF39; PTHR10252	PTHR10252 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED; PTHR10252:SF39 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT C-1-RELATED	KOG1657	KOG1657 - CCAAT-binding factor, subunit C (HAP5)					GO:0046982	GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.				(1 of 2) PTHR10252:SF39 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT C-1-RELATED
PAC:26779221	G. raimondii	Gorai.007G141000	Gorai.007G141000.1	Gorai.007G141000.1	PF16211; PF00125	PF16211 - C-terminus of histone H2A; PF00125 - Core histone H2A/H2B/H3/H4	PTHR23430:SF76; PTHR23430	PTHR23430:SF76 - HISTONE H2A VARIANT 1-RELATED; PTHR23430 - HISTONE H2A	KOG1757	KOG1757 - Histone 2A			K11251	K11251 - histone H2A	GO:0003677; GO:0005634; GO:0046982; GO:0000786	GO:0005634 - A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.; GO:0046982 - Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.; GO:0003677 - Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).; GO:0000786 - A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.				(1 of 3) PTHR23430:SF76 - HISTONE H2A VARIANT 1-RELATED
